customer_id,name,gender,age,job_type,income,expenses,credit_history,existing_loans,financing_type,asset_type,asset_value,down_payment,installment_period
4029,Mohammed,Male,50,Government,22046,1300,Good,0,Murabaha,Equipment,138205,24151,24
4030,Mohammed,Female,41,Self-employed,21702,2835,Average,0,Murabaha,Equipment,181866,28064,24
4031,Fatimah,Female,52,Government,7074,12322,Average,28067,Ijarah,Equipment,332467,15176,60
4032,Khadijah,Female,24,Private,20542,1867,Good,0,Ijarah,Equipment,67121,15852,24
4033,Ali,Female,56,Self-employed,14354,11004,Poor,0,Ijarah,Car,422746,9065,84
4034,Fatimah,Female,43,Private,12604,1020,Good,0,Murabaha,Car,183166,31256,72
4035,Aisha,Female,57,Private,4732,6663,Average,0,Murabaha,Car,81547,25755,60
4036,Mariam,Female,51,Self-employed,9304,13809,Good,0,Murabaha,House,463309,3407,120
4037,Khadijah,Male,28,Government,21121,10841,Good,0,Murabaha,Car,248306,18491,48
4038,Ali,Male,47,Government,12703,1166,Good,0,Ijarah,Equipment,84254,18168,60
4039,Mohammed,Female,44,Government,16590,1333,Average,46115,Ijarah,House,245866,4513,240
4040,Mariam,Male,50,Self-employed,11317,6642,Average,0,Murabaha,Car,248275,6872,84
4041,Ali,Male,39,Self-employed,18613,14355,Good,0,Ijarah,House,449751,23985,180
4042,Ahmed,Female,35,Government,18429,13960,Good,35107,Murabaha,Equipment,99724,14734,36
4043,Aisha,Male,53,Self-employed,4536,7558,Good,0,Murabaha,Car,336880,46559,36
4044,Mariam,Male,40,Government,16092,13821,Good,0,Murabaha,House,499619,14127,240
4045,Ahmed,Female,47,Government,21337,1384,Average,0,Ijarah,Car,379772,15846,72
4046,Sarah,Male,26,Government,21664,8460,Average,0,Ijarah,Car,352413,41105,48
4047,Mariam,Female,32,Private,4899,3952,Good,0,Ijarah,Car,46491,32434,48
4048,Mariam,Female,23,Private,14208,5018,Average,47564,Murabaha,Car,300776,42765,72
4049,Khadijah,Male,39,Self-employed,17711,1671,Good,0,Ijarah,Car,310063,29259,48
4050,Fatimah,Male,41,Government,3539,3924,Average,0,Murabaha,Equipment,263025,29276,36
4051,Aisha,Male,43,Government,6765,8591,Poor,11944,Murabaha,Equipment,105266,26886,60
4052,Mohammed,Female,48,Private,19926,11004,Good,30,Murabaha,Equipment,171275,40440,60
4053,Aisha,Female,44,Self-employed,11748,14828,Average,0,Ijarah,House,448951,26921,300
4054,Khadijah,Female,31,Government,13766,8006,Good,7509,Murabaha,House,487318,44742,180
4055,Mariam,Male,44,Government,6545,7017,Good,0,Ijarah,Equipment,170080,38342,60
4056,Mohammed,Male,40,Private,21938,9768,Average,0,Murabaha,Car,340478,23763,48
4057,Ahmed,Female,55,Private,3082,6244,Good,0,Ijarah,Equipment,392814,17553,48
4058,Aisha,Male,54,Self-employed,20317,13548,Average,0,Murabaha,Car,60687,43191,48
4059,Fatimah,Male,33,Self-employed,23836,11688,Good,0,Murabaha,Car,165978,9212,60
4060,Fatimah,Female,58,Government,13726,8562,Average,0,Murabaha,Equipment,20844,37981,12
4061,Ahmed,Female,26,Private,9037,4821,Average,21861,Ijarah,Car,91925,27344,48
4062,Ali,Male,21,Private,19336,10679,Good,0,Ijarah,Equipment,148958,27838,60
4063,Fatimah,Female,27,Self-employed,5588,8914,Average,32132,Murabaha,House,97223,33149,120
4064,Ali,Male,56,Private,22164,1272,Average,5945,Murabaha,House,478548,20014,180
4065,Mohammed,Female,39,Self-employed,8661,9933,Good,23271,Ijarah,Car,233777,44858,72
4066,Fatimah,Female,38,Self-employed,7399,7709,Poor,0,Ijarah,Equipment,104344,32956,36
4067,Sarah,Female,59,Self-employed,9326,8131,Good,0,Murabaha,Equipment,143893,39505,48
4068,Mariam,Male,27,Government,6201,14095,Poor,0,Ijarah,Equipment,372505,27250,36
4069,Ahmed,Male,58,Self-employed,13792,3804,Good,9766,Ijarah,Car,94686,49569,72
4070,Mariam,Female,46,Government,5852,14863,Good,0,Ijarah,Car,379433,19979,60
4071,Mariam,Female,25,Private,15803,2286,Good,0,Murabaha,House,341648,15757,120
4072,Aisha,Female,45,Private,4170,3411,Good,0,Ijarah,Car,114104,4170,60
4073,Ali,Male,32,Self-employed,18253,7816,Good,0,Ijarah,House,142294,13192,300
4074,Sarah,Female,28,Self-employed,6934,6895,Good,0,Murabaha,Equipment,478517,48466,60
4075,Mohammed,Female,29,Self-employed,16828,10801,Good,0,Murabaha,Car,333450,6789,84
4076,Mohammed,Female,35,Private,18740,3223,Good,1632,Murabaha,House,319440,42204,300
4077,Fatimah,Female,40,Government,9598,8832,Good,0,Ijarah,Car,315396,42242,84
4078,Fatimah,Male,37,Government,4963,13812,Good,28128,Murabaha,Equipment,376117,46967,36
4079,Sarah,Male,53,Government,20728,11535,Average,0,Ijarah,Car,150332,32766,60
4080,Khadijah,Female,22,Self-employed,19400,6777,Poor,0,Ijarah,Equipment,485483,46717,48
4081,Khadijah,Male,39,Government,19385,1118,Average,46754,Ijarah,House,326078,33878,300
4082,Fatimah,Male,28,Private,19858,6651,Average,0,Murabaha,Car,470047,34619,72
4083,Khadijah,Male,36,Self-employed,6550,13773,Good,0,Ijarah,House,126205,44901,180
4084,Ahmed,Female,37,Self-employed,19526,3039,Average,0,Murabaha,House,50779,31498,240
4085,Sarah,Male,31,Self-employed,23301,9346,Good,0,Murabaha,House,181855,19055,240
4086,Ahmed,Male,54,Self-employed,20694,2619,Average,0,Murabaha,House,416688,17864,120
4087,Khadijah,Male,47,Government,19121,10519,Average,0,Murabaha,Car,456736,25897,60
4088,Fatimah,Female,21,Government,18443,13131,Average,19844,Murabaha,House,78237,41212,120
4089,Mariam,Female,24,Government,3462,9303,Average,20418,Murabaha,House,254816,46040,180
4090,Mariam,Male,32,Government,9203,6056,Average,0,Murabaha,House,280502,9393,120
4091,Ahmed,Male,49,Government,7811,14817,Poor,0,Ijarah,Equipment,202251,28655,24
4092,Mohammed,Female,44,Self-employed,22231,8002,Poor,46198,Murabaha,Equipment,424953,32785,24
4093,Aisha,Female,38,Self-employed,7780,13512,Good,5618,Murabaha,House,336526,34882,240
4094,Mariam,Male,40,Private,11445,12079,Poor,0,Murabaha,Car,276736,18889,60
4095,Mariam,Male,26,Private,6024,8911,Average,893,Murabaha,Equipment,136087,882,12
4096,Fatimah,Female,39,Self-employed,13440,8850,Good,0,Murabaha,Car,105093,28448,48
4097,Sarah,Female,38,Government,11504,1305,Good,10718,Murabaha,Equipment,87465,25433,12
4098,Ali,Male,35,Self-employed,11481,4642,Good,0,Ijarah,Car,41360,33054,72
4099,Ali,Female,39,Private,7200,2589,Good,0,Ijarah,House,84552,26245,180
4100,Fatimah,Male,27,Self-employed,23761,2015,Average,6168,Murabaha,House,334210,25822,120
4101,Khadijah,Male,34,Private,21858,6588,Good,0,Murabaha,Car,293131,40588,72
4102,Mariam,Male,51,Private,12971,13304,Good,32530,Ijarah,Car,317088,28230,60
4103,Mariam,Female,30,Government,7694,6201,Average,6017,Ijarah,Car,272394,8400,60
4104,Ahmed,Male,41,Private,15537,2481,Good,0,Murabaha,Equipment,433287,29672,48
4105,Ahmed,Male,22,Private,22319,9481,Good,0,Ijarah,Car,113031,1448,48
4106,Fatimah,Female,31,Government,17974,1436,Good,0,Murabaha,Equipment,101515,1001,60
4107,Mohammed,Female,59,Self-employed,8467,8273,Average,41356,Murabaha,House,351560,25176,300
4108,Sarah,Male,43,Private,13128,11549,Poor,19854,Murabaha,House,349657,19710,300
4109,Khadijah,Male,36,Government,11871,8436,Good,28224,Ijarah,House,100709,3236,300
4110,Mariam,Female,23,Self-employed,19803,4361,Average,0,Murabaha,Equipment,400053,43288,36
4111,Mohammed,Female,26,Private,22597,10841,Good,0,Ijarah,Car,24647,16876,84
4112,Fatimah,Female,21,Private,5607,6319,Good,0,Ijarah,Car,384278,45003,36
4113,Fatimah,Male,49,Self-employed,19707,6018,Good,23993,Murabaha,House,375069,26583,300
4114,Mariam,Male,32,Private,12626,6099,Average,0,Murabaha,House,420096,42677,240
4115,Mohammed,Male,27,Government,13229,8814,Good,25761,Murabaha,Equipment,325607,43059,12
4116,Ali,Female,34,Government,9840,8016,Average,0,Ijarah,Car,78399,24740,60
4117,Fatimah,Male,25,Private,18612,9056,Average,0,Ijarah,Car,274408,19998,36
4118,Sarah,Female,29,Self-employed,14395,8186,Average,10013,Murabaha,Equipment,89345,16810,24
4119,Aisha,Male,26,Self-employed,11514,7935,Poor,36133,Ijarah,House,234857,10257,180
4120,Khadijah,Female,27,Government,19223,13355,Good,0,Ijarah,Car,222788,13263,60
4121,Mohammed,Male,34,Private,14683,6597,Poor,0,Murabaha,House,201955,29001,120
4122,Ali,Male,25,Private,18386,14967,Good,15724,Ijarah,Car,300532,4105,84
4123,Mohammed,Female,56,Self-employed,12083,2071,Good,28679,Ijarah,House,25524,49024,120
4124,Ali,Female,54,Private,12467,9071,Average,0,Ijarah,Equipment,97202,12799,24
4125,Ali,Male,57,Government,6446,11368,Average,0,Murabaha,House,268931,43246,180
4126,Sarah,Female,59,Government,14651,6227,Good,0,Murabaha,Car,195025,39956,48
4127,Khadijah,Female,35,Private,22751,6644,Average,20038,Ijarah,Equipment,46872,22980,48
4128,Fatimah,Male,44,Self-employed,4688,5854,Good,0,Ijarah,Equipment,36071,2780,12
4129,Ali,Female,21,Private,9167,4228,Average,0,Murabaha,Equipment,199875,19696,24
4130,Fatimah,Male,33,Private,22091,1937,Poor,33194,Ijarah,Car,443607,32789,72
4131,Khadijah,Male,45,Self-employed,14849,7024,Good,0,Ijarah,Equipment,105328,25116,48
4132,Fatimah,Female,46,Private,6121,4350,Average,0,Murabaha,Equipment,188621,6152,36
4133,Mariam,Female,42,Private,3144,5093,Good,0,Ijarah,House,175890,12777,300
4134,Sarah,Male,28,Self-employed,14397,3805,Average,0,Murabaha,House,423377,7586,120
4135,Sarah,Male,55,Private,12778,8096,Average,0,Ijarah,House,103397,33461,300
4136,Ahmed,Male,47,Government,23167,13652,Good,12885,Murabaha,Car,34405,22674,48
4137,Sarah,Male,24,Government,6645,9794,Good,45744,Murabaha,Car,314945,37080,72
4138,Ali,Male,28,Self-employed,10925,6095,Average,0,Murabaha,House,376841,5012,240
4139,Khadijah,Male,58,Self-employed,4519,10490,Good,0,Ijarah,Car,130600,35641,60
4140,Sarah,Female,21,Private,12331,7397,Good,0,Murabaha,House,454689,22390,240
4141,Mohammed,Female,56,Government,15686,1501,Average,0,Ijarah,House,97802,6373,240
4142,Khadijah,Female,39,Private,12382,1077,Average,0,Murabaha,Car,300325,23994,60
4143,Ali,Male,59,Government,24087,14702,Good,4516,Ijarah,Equipment,98606,14445,60
4144,Khadijah,Female,51,Government,20780,9519,Average,0,Ijarah,Equipment,243594,10532,36
4145,Sarah,Male,41,Government,22928,10653,Good,0,Murabaha,Car,346308,35520,36
4146,Mohammed,Male,23,Self-employed,13159,7577,Good,0,Ijarah,Car,72378,7862,60
4147,Ahmed,Female,29,Self-employed,24466,10632,Good,0,Ijarah,House,282501,4024,120
4148,Ali,Male,45,Government,12623,9621,Poor,0,Murabaha,House,333879,35276,180
4149,Aisha,Male,39,Self-employed,3771,1051,Good,0,Murabaha,Car,487789,8455,36
4150,Mariam,Male,21,Government,12072,11483,Good,0,Murabaha,House,59246,5947,180
4151,Ali,Male,33,Government,24122,10212,Good,25066,Murabaha,Car,471478,3652,60
4152,Khadijah,Male,52,Government,17495,9738,Average,45536,Ijarah,Equipment,367096,48953,48
4153,Aisha,Male,47,Private,13343,7883,Average,0,Ijarah,Equipment,241349,10413,48
4154,Aisha,Female,48,Private,8637,10794,Poor,0,Ijarah,House,71221,13529,240
4155,Fatimah,Male,35,Government,4774,4785,Average,0,Ijarah,House,360664,44715,120
4156,Aisha,Male,31,Government,18740,9660,Good,29254,Murabaha,Equipment,78494,35555,36
4157,Fatimah,Male,48,Self-employed,4244,12868,Good,0,Ijarah,Car,69820,20522,60
4158,Mariam,Male,27,Private,10036,11103,Good,7639,Murabaha,House,173040,48362,180
4159,Aisha,Female,49,Self-employed,24670,10961,Average,0,Murabaha,Equipment,253107,21679,48
4160,Mohammed,Female,36,Self-employed,23352,11477,Good,0,Ijarah,Equipment,131987,22440,48
4161,Ahmed,Male,22,Government,11788,11881,Average,0,Murabaha,Car,140335,3584,60
4162,Ahmed,Male,50,Self-employed,14759,6826,Good,0,Murabaha,Equipment,308275,30196,36
4163,Aisha,Male,39,Government,14861,8114,Good,0,Ijarah,Equipment,219246,18737,60
4164,Khadijah,Female,45,Government,21056,3713,Poor,0,Ijarah,Car,257684,7699,36
4165,Khadijah,Female,33,Self-employed,21301,12841,Good,0,Murabaha,House,371631,26488,240
4166,Fatimah,Female,29,Government,6010,2565,Poor,4163,Murabaha,Equipment,419869,46185,48
4167,Sarah,Female,49,Self-employed,8922,10634,Good,0,Ijarah,Equipment,418418,34446,36
4168,Ahmed,Male,49,Private,21201,1736,Good,28007,Murabaha,Car,186603,2983,48
4169,Sarah,Female,38,Private,20865,10983,Average,0,Murabaha,House,346860,28653,120
4170,Ahmed,Female,39,Private,7293,4024,Good,0,Murabaha,Car,116418,20953,36
4171,Sarah,Male,37,Private,12293,14364,Average,0,Ijarah,Car,428622,10120,84
4172,Sarah,Male,45,Government,17382,6044,Good,48887,Ijarah,Car,377011,43783,60
4173,Ahmed,Female,36,Government,3636,4415,Good,0,Ijarah,Equipment,399432,16381,12
4174,Mariam,Female,46,Private,3377,14703,Good,0,Murabaha,Car,314803,17350,72
4175,Mohammed,Female,59,Government,14467,13404,Poor,0,Ijarah,Car,45417,18741,60
4176,Mohammed,Female,37,Private,24660,11894,Good,15759,Murabaha,Car,294871,20209,60
4177,Khadijah,Male,44,Private,23764,13479,Average,0,Ijarah,Car,438492,2633,84
4178,Sarah,Male,53,Private,21278,11737,Good,9113,Murabaha,Car,293051,6629,36
4179,Sarah,Female,37,Self-employed,10867,4624,Poor,0,Murabaha,Car,217495,2814,60
4180,Mariam,Female,48,Private,24867,12838,Poor,0,Murabaha,House,284619,34435,240
4181,Sarah,Female,31,Private,13765,11526,Good,16444,Murabaha,House,468021,24700,300
4182,Mariam,Female,52,Private,21426,8041,Good,24524,Murabaha,Equipment,487391,28225,24
4183,Sarah,Female,57,Government,14718,10743,Good,22860,Murabaha,House,460258,7502,180
4184,Sarah,Male,50,Private,14591,8896,Good,24934,Murabaha,Equipment,126549,27231,36
4185,Mariam,Male,25,Private,21837,5338,Good,27270,Ijarah,Car,257911,44663,36
4186,Fatimah,Male,52,Self-employed,24652,4083,Good,8343,Murabaha,Equipment,404338,25785,60
4187,Ali,Female,38,Private,18482,4266,Average,0,Murabaha,Car,382613,5030,60
4188,Sarah,Female,50,Self-employed,21895,3488,Good,28292,Murabaha,House,348721,34093,120
4189,Fatimah,Male,49,Self-employed,20625,14723,Good,7664,Murabaha,House,254613,24021,180
4190,Mohammed,Male,41,Self-employed,23327,13819,Poor,0,Murabaha,Car,442605,41609,60
4191,Sarah,Female,26,Self-employed,20433,11523,Good,27491,Ijarah,Equipment,69891,49648,48
4192,Mohammed,Male,50,Self-employed,14731,5493,Poor,0,Ijarah,House,496322,33345,240
4193,Khadijah,Female,46,Government,5154,5306,Average,5998,Ijarah,House,30854,36403,120
4194,Ali,Female,34,Self-employed,20916,8013,Good,0,Ijarah,Equipment,53758,4090,60
4195,Ahmed,Male,53,Private,23958,5954,Good,3684,Murabaha,Car,203293,35146,48
4196,Ali,Male,39,Self-employed,21913,6942,Good,0,Murabaha,House,30599,8189,240
4197,Sarah,Male,51,Private,9996,4152,Poor,28043,Ijarah,Equipment,430852,6285,12
4198,Sarah,Female,40,Self-employed,11879,7596,Average,0,Murabaha,House,410251,45184,240
4199,Mariam,Female,40,Government,21371,6088,Poor,0,Ijarah,House,156477,46948,240
4200,Ali,Male,36,Private,4512,14774,Good,11379,Ijarah,Car,241993,33349,36
4201,Ali,Female,54,Private,12098,9268,Good,615,Ijarah,House,471713,35787,300
4202,Khadijah,Female,25,Government,6270,13091,Good,0,Ijarah,House,67790,7831,180
4203,Aisha,Female,42,Private,16424,4643,Good,0,Murabaha,Car,478484,19223,48
4204,Mohammed,Male,31,Self-employed,6489,4467,Average,0,Murabaha,Equipment,361502,26782,24
4205,Mariam,Female,23,Private,12906,8704,Good,27370,Murabaha,House,119927,47359,180
4206,Ahmed,Male,32,Self-employed,20718,2258,Average,0,Ijarah,Equipment,191867,37999,24
4207,Mariam,Male,54,Government,9736,14317,Good,0,Murabaha,House,352542,42098,300
4208,Aisha,Female,50,Government,9323,6676,Good,30244,Ijarah,Car,453565,46164,84
4209,Ali,Male,34,Self-employed,16789,10081,Good,0,Murabaha,House,68254,4971,180
4210,Ahmed,Female,29,Private,22006,1423,Good,0,Ijarah,Car,156021,30695,36
4211,Ali,Male,24,Government,22560,13290,Good,0,Murabaha,Equipment,207298,40941,36
4212,Mariam,Male,22,Private,22207,1136,Good,0,Murabaha,House,208656,6534,120
4213,Mohammed,Female,37,Self-employed,20461,13260,Average,18322,Ijarah,Equipment,350417,44886,60
4214,Ahmed,Male,38,Government,18654,5060,Average,35836,Murabaha,Equipment,263450,39225,24
4215,Aisha,Male,44,Government,24850,6032,Good,14961,Murabaha,Equipment,385393,44290,36
4216,Fatimah,Male,31,Private,7292,7505,Good,9016,Murabaha,Equipment,485956,7958,12
4217,Mohammed,Female,49,Private,3147,11528,Good,0,Ijarah,Equipment,301999,10494,48
4218,Aisha,Female,23,Self-employed,17666,13257,Good,19146,Ijarah,Car,92999,28651,60
4219,Ahmed,Male,34,Government,11609,13952,Good,26956,Ijarah,Equipment,246463,19254,48
4220,Ali,Male,52,Private,11135,12189,Good,14495,Murabaha,Equipment,427667,21456,60
4221,Aisha,Male,55,Private,23727,8168,Good,0,Murabaha,Equipment,307514,27272,24
4222,Ali,Female,58,Government,21939,7135,Average,17224,Ijarah,House,149134,11147,240
4223,Mohammed,Female,36,Government,3473,14280,Good,4593,Ijarah,Car,285249,6220,36
4224,Mohammed,Male,21,Private,17325,4545,Good,12516,Murabaha,Equipment,55398,45432,60
4225,Aisha,Female,57,Self-employed,20625,4622,Average,34548,Ijarah,Car,223832,17518,72
4226,Ali,Female,21,Self-employed,12327,7382,Good,0,Ijarah,Equipment,242246,43902,24
4227,Ahmed,Female,25,Private,4253,11000,Average,0,Murabaha,Equipment,346596,33593,48
4228,Aisha,Female,45,Government,6181,13215,Average,40397,Ijarah,House,150480,26554,300
4229,Fatimah,Male,48,Self-employed,13545,4674,Average,2255,Murabaha,House,60477,15934,240
4230,Mariam,Female,48,Self-employed,14794,7062,Good,0,Murabaha,House,326720,8236,300
4231,Khadijah,Female,31,Self-employed,18951,3129,Average,0,Murabaha,Car,362288,30787,36
4232,Mohammed,Male,49,Government,17218,6861,Good,0,Murabaha,House,408225,16929,120
4233,Ali,Male,54,Private,21957,11757,Average,0,Ijarah,House,122278,46075,120
4234,Ahmed,Female,25,Private,11909,11865,Good,26351,Ijarah,Equipment,289554,48597,12
4235,Mohammed,Female,44,Private,9584,9439,Good,23923,Ijarah,House,423460,1721,240
4236,Ahmed,Male,55,Self-employed,17747,9548,Average,0,Ijarah,House,184932,16763,120
4237,Mohammed,Male,38,Private,22774,10804,Good,6623,Ijarah,Equipment,367455,29525,60
4238,Ali,Male,43,Private,11882,3069,Good,0,Murabaha,Equipment,308423,29723,60
4239,Ahmed,Female,25,Government,22865,11180,Good,12985,Murabaha,House,182257,36465,180
4240,Ali,Female,33,Private,11360,10494,Average,36055,Ijarah,Equipment,348623,2242,60
4241,Ahmed,Male,43,Self-employed,14642,12418,Good,0,Murabaha,Equipment,427126,29095,36
4242,Mohammed,Female,46,Self-employed,4966,2085,Good,31186,Ijarah,Equipment,389148,48630,48
4243,Khadijah,Male,21,Self-employed,14140,3033,Good,4087,Murabaha,House,403129,24481,240
4244,Mariam,Female,33,Private,7291,1327,Good,31111,Ijarah,Equipment,77774,39418,60
4245,Mariam,Male,58,Private,22315,7937,Average,21627,Ijarah,Equipment,154242,16507,12
4246,Khadijah,Male,54,Government,23600,4516,Poor,0,Ijarah,House,488889,12477,240
4247,Mariam,Female,47,Self-employed,17031,8358,Good,37227,Murabaha,Equipment,109047,44349,36
4248,Aisha,Female,56,Self-employed,19249,6008,Average,41133,Ijarah,House,384229,14122,240
4249,Fatimah,Female,21,Government,20542,9760,Good,0,Murabaha,Equipment,209549,49740,60
4250,Fatimah,Female,56,Self-employed,15639,6976,Poor,0,Murabaha,House,53334,49799,120
4251,Aisha,Female,59,Self-employed,23132,9175,Good,20239,Ijarah,Equipment,330592,40477,12
4252,Aisha,Female,58,Government,17807,3486,Average,0,Murabaha,Car,473054,24483,72
4253,Sarah,Male,39,Self-employed,24465,5078,Good,39390,Murabaha,House,234391,28487,180
4254,Ali,Female,25,Private,22285,12001,Good,39419,Ijarah,Equipment,213277,47526,24
4255,Ahmed,Male,26,Self-employed,9788,8034,Good,0,Ijarah,House,370430,30907,120
4256,Fatimah,Male,43,Self-employed,8847,11252,Good,11992,Ijarah,Equipment,296274,38127,48
4257,Mohammed,Female,50,Self-employed,4827,3712,Good,0,Murabaha,Car,206128,10559,36
4258,Aisha,Male,57,Self-employed,20630,9707,Good,0,Ijarah,Equipment,138295,48190,48
4259,Mariam,Male,52,Self-employed,8643,12798,Average,30702,Murabaha,Car,193766,31749,60
4260,Khadijah,Female,48,Self-employed,19203,5704,Average,0,Murabaha,Equipment,97956,21993,36
4261,Ahmed,Female,27,Government,16982,1379,Good,0,Ijarah,Equipment,309326,25074,48
4262,Sarah,Female,45,Self-employed,22006,7338,Good,17610,Murabaha,Car,264279,7658,60
4263,Khadijah,Male,26,Government,17339,1813,Good,49467,Murabaha,House,141720,1018,300
4264,Mariam,Female,29,Self-employed,9630,1989,Average,0,Murabaha,House,347701,829,300
4265,Aisha,Female,27,Government,12850,3426,Good,0,Murabaha,Equipment,86627,7587,48
4266,Ahmed,Female,51,Self-employed,10254,8124,Good,0,Murabaha,House,286818,46406,180
4267,Aisha,Female,32,Self-employed,22625,4456,Average,0,Ijarah,House,264645,46666,180
4268,Fatimah,Male,42,Government,8891,8719,Average,44130,Murabaha,Car,309528,17694,72
4269,Fatimah,Female,40,Government,14878,14045,Average,4213,Ijarah,House,151530,23114,300
4270,Ali,Male,57,Private,6441,2857,Average,0,Murabaha,Car,254074,21676,72
4271,Mariam,Female,46,Government,12857,12223,Good,49815,Ijarah,House,249928,1484,240
4272,Sarah,Male,30,Government,18993,7554,Good,0,Murabaha,House,343631,5226,300
4273,Ahmed,Male,58,Private,23099,2738,Good,0,Murabaha,House,71674,14590,300
4274,Sarah,Male,38,Private,8461,3318,Average,0,Murabaha,House,289232,7272,180
4275,Mohammed,Female,38,Private,19779,10248,Good,14902,Ijarah,Car,372423,37485,72
4276,Sarah,Male,25,Government,15533,4123,Good,7621,Ijarah,House,393640,18216,180
4277,Aisha,Female,24,Private,11448,11021,Good,48105,Ijarah,House,236958,31469,120
4278,Aisha,Female,28,Government,17262,1205,Average,19676,Murabaha,Equipment,292619,27880,60
4279,Fatimah,Female,25,Self-employed,11500,14907,Average,0,Ijarah,House,392531,5469,240
4280,Ali,Female,30,Self-employed,3542,3710,Average,0,Ijarah,Car,364216,25964,48
4281,Mariam,Female,56,Self-employed,19751,11463,Average,0,Murabaha,House,158691,28733,240
4282,Aisha,Male,30,Private,21342,14072,Good,0,Ijarah,Equipment,281341,42770,12
4283,Fatimah,Female,29,Self-employed,21629,1760,Good,0,Murabaha,Car,443267,3029,36
4284,Khadijah,Male,54,Government,23008,14073,Poor,0,Murabaha,Equipment,43196,4902,24
4285,Fatimah,Male,40,Private,4873,1954,Good,6509,Ijarah,House,383246,19216,180
4286,Ahmed,Male,44,Private,10079,7014,Good,0,Murabaha,House,392309,6611,120
4287,Mariam,Male,51,Self-employed,24891,5072,Average,0,Ijarah,House,358704,8102,180
4288,Ali,Male,47,Government,4953,5242,Good,41328,Ijarah,Car,275283,6762,36
4289,Aisha,Male,41,Government,23347,7001,Average,0,Ijarah,Equipment,41016,23258,24
4290,Ahmed,Male,47,Government,22704,2875,Poor,0,Murabaha,House,143362,30968,300
4291,Mohammed,Female,45,Private,12111,11151,Good,47364,Murabaha,Car,154291,19523,72
4292,Mohammed,Male,21,Self-employed,17514,8283,Good,0,Murabaha,Equipment,87134,7717,48
4293,Fatimah,Female,28,Government,24979,6024,Good,42688,Murabaha,House,438621,4319,120
4294,Ali,Male,56,Private,9815,7033,Good,25015,Murabaha,House,210886,2679,240
4295,Sarah,Male,41,Self-employed,3053,13669,Good,0,Murabaha,House,258577,30763,120
4296,Ali,Male,44,Private,5863,5168,Good,18292,Ijarah,Car,492345,47847,60
4297,Ali,Male,59,Self-employed,9236,14892,Average,0,Murabaha,Car,255715,31764,84
4298,Ali,Female,29,Private,8197,14863,Good,19572,Murabaha,House,143172,48554,300
4299,Fatimah,Female,24,Private,16879,1828,Good,6474,Ijarah,Equipment,65342,24867,60
4300,Ahmed,Female,34,Private,20484,12275,Good,47604,Ijarah,House,227566,38385,180
4301,Fatimah,Male,32,Government,8941,13132,Good,43528,Murabaha,House,191319,23567,240
4302,Sarah,Male,37,Private,24483,8864,Average,0,Ijarah,Equipment,224955,22857,60
4303,Ahmed,Male,32,Government,4848,4438,Good,24877,Murabaha,Car,232958,29233,72
4304,Sarah,Female,54,Government,5747,5697,Good,47357,Murabaha,Car,316313,23396,48
4305,Khadijah,Male,34,Private,17921,2517,Good,0,Ijarah,Equipment,246776,16546,48
4306,Khadijah,Female,26,Self-employed,8906,2084,Good,0,Ijarah,Equipment,222418,31571,24
4307,Mariam,Female,36,Government,7804,11655,Good,42949,Ijarah,Equipment,290507,17621,24
4308,Aisha,Male,45,Government,23755,2271,Good,0,Ijarah,Equipment,120688,45232,36
4309,Aisha,Male,26,Private,3169,9818,Poor,14712,Murabaha,Car,111944,17855,84
4310,Ahmed,Female,49,Private,9800,5985,Good,18769,Murabaha,Equipment,393926,37766,48
4311,Fatimah,Female,51,Government,22805,8926,Good,48488,Ijarah,Car,90545,18246,48
4312,Sarah,Female,49,Private,19652,8785,Average,612,Ijarah,Car,486641,4681,60
4313,Sarah,Male,40,Self-employed,19065,10977,Good,24139,Ijarah,Car,373902,37810,72
4314,Aisha,Male,49,Government,6377,13260,Good,0,Ijarah,Car,33926,14353,84
4315,Aisha,Male,48,Private,4239,6497,Poor,0,Ijarah,Car,242783,1144,84
4316,Mohammed,Male,49,Government,22702,11754,Poor,0,Murabaha,Equipment,149318,37175,60
4317,Sarah,Male,36,Private,19486,2828,Poor,0,Ijarah,Equipment,271971,47346,24
4318,Fatimah,Male,38,Government,10972,2175,Good,27151,Murabaha,House,162933,22667,120
4319,Mohammed,Female,27,Private,18835,6287,Good,28091,Ijarah,House,30718,11280,120
4320,Fatimah,Female,41,Self-employed,16336,4782,Good,15236,Ijarah,Equipment,449256,32812,48
4321,Ali,Female,25,Government,9220,8142,Average,34920,Murabaha,Equipment,254706,41563,12
4322,Sarah,Male,48,Private,20348,4684,Good,49636,Murabaha,Car,463313,48523,72
4323,Ali,Female,48,Government,17386,10655,Good,11062,Ijarah,Car,108421,36375,36
4324,Khadijah,Male,50,Government,23482,14914,Good,22867,Ijarah,House,182636,36306,240
4325,Khadijah,Male,24,Government,20916,12441,Average,21259,Ijarah,Car,78243,28270,84
4326,Ahmed,Female,58,Self-employed,10049,8627,Good,35913,Ijarah,Equipment,146813,26023,36
4327,Sarah,Male,56,Self-employed,7479,2710,Good,0,Ijarah,Equipment,271252,49596,60
4328,Aisha,Female,30,Private,22400,8309,Average,17804,Murabaha,House,401033,26056,240
4329,Mohammed,Female,58,Government,20453,8591,Average,0,Ijarah,Equipment,254089,19169,60
